state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AL,enrollmetric,pp_stloc_raw_AL,pp_fed_raw_AL,pp_total_raw_AL,pp_site_stloc_raw_AL,pp_site_fed_raw_AL,pp_site_raw_AL,pp_centshare_stloc_raw_AL,pp_centshare_fed_raw_AL,pp_centshare_raw_AL,schoolstloc_raw_AL,schoolfed_raw_AL,schooltot_raw_AL,pp_total_norm_NERDS,pp_centshare_loc_raw_AL,pp_centshare_st_raw_AL,pp_site_loc_raw_AL,pp_site_st_raw_AL,pp_total_loc_raw_AL,pp_total_st_raw_AL,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AL,2018-2019,AL-049,AL-049-0410,MOBILE COUNTY,CLARKSHAW MAGNET SCHOOL,102370,102370,1504900100000.0,10237000931,787.0,05-08,3,787.0,Fall ADA,7479,729,8607,5833.0,668.0,6887,1648.0,61.0,1720.0,5885973.0,573723.0,6773709.0,8910.678282,840.0,808.0,525.0,5308.0,1364,6115,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0270,MOBILE COUNTY,COLLINSRHODES ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000919,561.0,PK-05,2,561.0,Fall ADA,7557,1738,9411,6009.0,1394.0,7508,1548.0,344.0,1902.0,4239477.0,975018.0,5279571.0,9714.16824,781.0,767.0,702.0,5307.0,1483,6074,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0195,MOBILE COUNTY,CONTINUOUS LEARNING CENTER,102370,102370,1504900100000.0,10237001686,87.0,09-12,4,87.0,Fall ADA,32331,23536,56017,26777.0,12430.0,39347,5553.0,11106.0,16670.0,2812797.0,2047632.0,4873479.0,56290.60231,3146.0,2407.0,6543.0,20234.0,9689,22642,0,0,0,0,0,1,0
AL,2018-2019,AL-049,AL-049-0340,MOBILE COUNTY,CORA CASTLEN ELEMENTARY,102370,102370,1504900100000.0,10237000924,438.0,KG-05,2,438.0,Fall ADA,8569,1142,9872,6740.0,945.0,7834,1830.0,198.0,2039.0,3753222.0,500196.0,4323936.0,10174.87579,945.0,885.0,604.0,6136.0,1548,7021,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0228,MOBILE COUNTY,DAUPHIN ISLAND ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000911,84.0,KG-05,2,84.0,Fall ADA,12737,123,12953,10141.0,77.0,10301,2596.0,46.0,2652.0,1069908.0,10332.0,1088052.0,13253.92126,1138.0,1458.0,1289.0,8852.0,2427,10310,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0231,MOBILE COUNTY,DAWES INTERMEDIATE SCHOOL,102370,102370,1504900100000.0,10237002168,544.0,03-05,2,544.0,Fall ADA,7404,724,8434,5843.0,674.0,6812,1561.0,51.0,1622.0,4027776.0,393856.0,4588096.0,8737.78803,778.0,783.0,527.0,5316.0,1305,6099,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0070,MOBILE COUNTY,DENTON MAGNET SCHOOL OF TECHNOLOGY,102370,102370,1504900100000.0,10237000897,386.0,06-08,3,386.0,Fall ADA,8969,1236,10485,6712.0,1075.0,8056,2258.0,161.0,2430.0,3462034.0,477096.0,4047210.0,10787.48692,1215.0,1043.0,1482.0,5230.0,2696,6273,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0240,MOBILE COUNTY,DIXON ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000914,487.0,PK-05,2,487.0,Fall ADA,7605,1387,9108,6049.0,1192.0,7347,1556.0,195.0,1761.0,3703635.0,675469.0,4435596.0,9411.360457,694.0,862.0,510.0,5539.0,1204,6401,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0245,MOBILE COUNTY,DR ROBERT W GILLIARD ELEMENTARY,102370,102370,1504900100000.0,10237001595,762.0,PK-05,2,762.0,Fall ADA,7771,1825,9681,6179.0,1330.0,7583,1593.0,494.0,2098.0,5921502.0,1390650.0,7376922.0,9983.996958,791.0,802.0,666.0,5513.0,1456,6315,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0250,MOBILE COUNTY,DUNBAR CREATIVE PERFORMING ARTS,102370,102370,1504900100000.0,10237000916,494.0,06-08,3,494.0,Fall ADA,7153,1071,8458,5648.0,909.0,6779,1505.0,162.0,1679.0,3533582.0,529074.0,4178252.0,8761.772805,641.0,864.0,520.0,5128.0,1161,5992,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0506,MOBILE COUNTY,EICHOLDMERTZ SCHOOL OF MATH AND SCIENCE,102370,102370,1504900100000.0,10237002208,524.0,PK-05,2,524.0,Fall ADA,7564,939,8951,5984.0,884.0,7304,1580.0,56.0,1647.0,3963536.0,492036.0,4690324.0,9254.460055,445.0,1135.0,144.0,5840.0,589,6975,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0290,MOBILE COUNTY,ELIZABETH FONDE ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000920,583.0,PK-05,2,583.0,Fall ADA,8274,1663,10018,6661.0,1293.0,8025,1613.0,370.0,1994.0,4823742.0,969529.0,5840494.0,10320.78317,735.0,878.0,714.0,5947.0,1449,6825,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0275,MOBILE COUNTY,ELSIE COLLIER ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001436,735.0,PK-05,2,735.0,Fall ADA,7717,1091,9105,6203.0,875.0,7364,1514.0,216.0,1740.0,5671995.0,801885.0,6692175.0,9408.362361,729.0,785.0,759.0,5444.0,1488,6229,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0260,MOBILE COUNTY,ER DICKSON ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000913,868.0,PK-05,2,868.0,Fall ADA,7058,1447,8690,5514.0,1146.0,6835,1544.0,301.0,1855.0,6126344.0,1255996.0,7542920.0,8993.625629,754.0,790.0,460.0,5054.0,1214,5844,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0210,MOBILE COUNTY,ERWIN CRAIGHEAD ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001775,524.0,PK-05,2,524.0,Fall ADA,8125,1590,9785,6461.0,1242.0,7764,1662.0,348.0,2021.0,4257500.0,833160.0,5127340.0,10087.93098,743.0,919.0,557.0,5904.0,1301,6824,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0291,MOBILE COUNTY,EVENING EDUCATIONAL OPTIONS,102370,102370,1504900100000.0,10237002177,47.0,10-12,4,47.0,Fall ADA,3599,46,3655,2823.0,,2823,777.0,46.0,833.0,169153.0,2162.0,171785.0,3961.819734,312.0,465.0,0.0,2823.0,312,3287,0,0,0,0,0,1,0
AL,2018-2019,AL-049,AL-049-0385,MOBILE COUNTY,FLORENCE HOWARD ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001030,430.0,PK-05,2,430.0,Fall ADA,9234,2034,11412,7165.0,1701.0,8999,2069.0,333.0,2412.0,3970620.0,874620.0,4907160.0,11713.89884,1059.0,1010.0,930.0,6235.0,1989,7245,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0310,MOBILE COUNTY,FOREST HILL ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000922,501.0,PK-05,2,500.0,Fall ADA,8080,1913,10117,6394.0,1432.0,7939,1686.0,481.0,2178.0,4040000.0,956500.0,5058500.0,10419.72037,765.0,921.0,439.0,5955.0,1204,6876,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0320,MOBILE COUNTY,GEORGE HALL ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001556,361.0,PK-05,2,361.0,Fall ADA,7847,2187,10103,6081.0,1636.0,7775,1766.0,551.0,2328.0,2832767.0,789507.0,3647183.0,10405.72925,855.0,911.0,640.0,5441.0,1495,6352,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0280,MOBILE COUNTY,GOODWILL EASTER SEAL CENTER SPECIAL CHILD,102370,102370,1504900100000.0,10237001597,6.0,PK-PK,1,,Fall ADA,21261,2,21269,,,20215,1046.0,2.0,1054.0,,,,21564.64576,928.0,118.0,20215.0,,21143,118,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0490,MOBILE COUNTY,GRAND BAY MIDDLE SCHOOL,102370,102370,1504900100000.0,10237000938,818.0,06-08,3,818.0,Fall ADA,6911,953,8116,5539.0,783.0,6563,1371.0,170.0,1553.0,5653198.0,779554.0,6638888.0,8419.989763,621.0,750.0,499.0,5040.0,1120,5791,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0345,MOBILE COUNTY,GRANT ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001028,278.0,PK-05,2,278.0,Fall ADA,10413,2050,12531,7704.0,1590.0,9352,2708.0,460.0,3179.0,2894814.0,569900.0,3483618.0,12832.18897,1580.0,1128.0,1636.0,6068.0,3216,7197,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0380,MOBILE COUNTY,HOLLINGERS ISLAND ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000927,286.0,PK-05,2,286.0,Fall ADA,9052,1399,10584,6993.0,1162.0,8277,2059.0,237.0,2307.0,2588872.0,400114.0,3027024.0,10886.42411,997.0,1062.0,837.0,6156.0,1834,7218,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0700,MOBILE COUNTY,HOLLOWAY ELEMENTARY,102370,102370,1504900100000.0,10237001617,624.0,KG-05,2,624.0,Fall ADA,7054,1789,8889,5692.0,1466.0,7195,1361.0,323.0,1695.0,4401696.0,1116336.0,5546736.0,9192.499387,442.0,919.0,241.0,5451.0,683,6371,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0388,MOBILE COUNTY,HUTCHENS ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001414,562.0,PK-02,2,562.0,Fall ADA,8180,2468,10910,6588.0,1640.0,8479,1592.0,828.0,2431.0,4597160.0,1387016.0,6131420.0,11212.2173,740.0,852.0,598.0,5990.0,1338,6842,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0390,MOBILE COUNTY,INDIAN SPRINGS ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000928,404.0,PK-05,2,404.0,Fall ADA,7164,1430,8708,5678.0,1124.0,6906,1485.0,306.0,1802.0,2894256.0,577720.0,3518032.0,9011.61421,637.0,848.0,425.0,5253.0,1063,6101,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0323,MOBILE COUNTY,J E TURNER ELEMENTARY,102370,102370,1504900100000.0,10237001516,517.0,PK-05,2,517.0,Fall ADA,8284,1295,9846,6601.0,1053.0,7909,1683.0,242.0,1937.0,4282828.0,669515.0,5090382.0,10148.89228,822.0,861.0,621.0,5980.0,1443,6841,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0730,MOBILE COUNTY,JOHN L LEFLORE MAGNET SCHOOL,102370,102370,1504900100000.0,10237000962,646.0,09-12,4,646.0,Fall ADA,9983,1688,11922,7659.0,1235.0,9134,2324.0,454.0,2788.0,6449018.0,1090448.0,7701612.0,12223.57531,1119.0,1205.0,1046.0,6613.0,2165,7818,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0400,MOBILE COUNTY,JOHN WILL ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000930,523.0,PK-05,2,523.0,Fall ADA,7486,1957,9543,5864.0,1470.0,7423,1622.0,488.0,2120.0,3915178.0,1023511.0,4990989.0,9846.084502,791.0,831.0,603.0,5261.0,1393,6093,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0735,MOBILE COUNTY,JUST 4 DEVELOPMENT LABORATORY,102370,102370,1504900100000.0,10237001799,279.0,PK-PK,1,,Fall ADA,1736,20317,22238,1208.0,10447.0,11832,528.0,9870.0,10406.0,,,,22533.03104,227.0,301.0,694.0,514.0,921,815,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0420,MOBILE COUNTY,KATE SHEPARD ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000956,581.0,PK-05,2,581.0,Fall ADA,7438,2357,10062,6146.0,1638.0,8039,1292.0,719.0,2023.0,4321478.0,1369417.0,5846022.0,10364.75526,526.0,766.0,739.0,5407.0,1265,6173,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0720,MOBILE COUNTY,KATHERINE H HANKINS MIDDLE SCHOOL,102370,102370,1504900100000.0,10237000961,845.0,06-08,3,845.0,Fall ADA,6741,1219,8082,5348.0,994.0,6454,1393.0,224.0,1628.0,5696145.0,1030055.0,6829290.0,8386.011332,457.0,936.0,264.0,5084.0,722,6019,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0430,MOBILE COUNTY,LEINKAUF ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000932,621.0,PK-05,2,621.0,Fall ADA,7514,2003,9649,6111.0,1528.0,7761,1403.0,475.0,1888.0,4666194.0,1243863.0,5992029.0,9952.017258,653.0,750.0,567.0,5544.0,1220,6294,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0800,MOBILE COUNTY,LILLIE B WILLIAMSON HIGH SCHOOL,102370,102370,1504900100000.0,10237000969,774.0,06-12,4,774.0,Fall ADA,9120,1446,10819,6684.0,1074.0,8001,2435.0,373.0,2819.0,7058880.0,1119204.0,8373906.0,11121.27503,1356.0,1079.0,1184.0,5500.0,2541,6579,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0621,MOBILE COUNTY,LOTT MIDDLE SCHOOL,102370,102370,1504900100000.0,10237001438,500.0,06-08,3,500.0,Fall ADA,7992,1041,9173,6261.0,871.0,7261,1731.0,170.0,1912.0,3996000.0,520500.0,4586500.0,9476.319223,632.0,1099.0,447.0,5814.0,1079,6913,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0060,MOBILE COUNTY,MARY B AUSTIN ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000896,521.0,PK-05,2,519.0,Fall ADA,7700,670,8511,6186.0,608.0,6925,1514.0,62.0,1587.0,3996300.0,347730.0,4417209.0,8814.739183,689.0,825.0,630.0,5556.0,1319,6381,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0460,MOBILE COUNTY,MARY G MONTGOMERY HIGH SCHOOL,102370,102370,1504900100000.0,10237000934,1977.0,09-12,4,1977.0,Fall ADA,7257,1002,8624,5696.0,651.0,6702,1560.0,350.0,1922.0,14347089.0,1980954.0,17049648.0,8927.667498,842.0,718.0,553.0,5143.0,1395,5862,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0140,MOBILE COUNTY,MARY W BURROUGHS ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000935,331.0,PK-05,2,331.0,Fall ADA,9409,1952,11481,7713.0,1542.0,9365,1696.0,410.0,2116.0,3114379.0,646112.0,3800211.0,11782.85507,690.0,1006.0,677.0,7036.0,1367,8042,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0470,MOBILE COUNTY,MARYVALE ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000936,459.0,PK-05,2,459.0,Fall ADA,8117,2002,10227,6351.0,1571.0,8019,1766.0,431.0,2208.0,3725703.0,918918.0,4694193.0,10529.65059,886.0,880.0,661.0,5690.0,1547,6570,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0120,MOBILE COUNTY,MATTIE T BLOUNT HIGH SCHOOL,102370,102370,1504900100000.0,10237000900,1020.0,09-12,4,1020.0,Fall ADA,8308,1378,9949,6304.0,1030.0,7585,2005.0,348.0,2364.0,8474160.0,1405560.0,10147980.0,10251.82694,1151.0,854.0,1036.0,5268.0,2187,6121,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0473,MOBILE COUNTY,MCDAVIDJONES ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001437,899.0,PK-05,2,899.0,Fall ADA,7782,1491,9439,6271.0,1178.0,7604,1511.0,314.0,1835.0,6996018.0,1340409.0,8485661.0,9742.150478,694.0,817.0,498.0,5773.0,1192,6590,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0475,MOBILE COUNTY,MEADOWLAKE ELEMENTARY,102370,102370,1504900100000.0,10237001619,410.0,PK-05,2,410.0,Fall ADA,8326,1299,9796,6603.0,1046.0,7809,1724.0,253.0,1988.0,3413660.0,532590.0,4016360.0,10098.924,765.0,959.0,531.0,6072.0,1296,7030,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0500,MOBILE COUNTY,MOBILE COUNTY TRAINING MIDDLE SCHOOL,102370,102370,1504900100000.0,10237000939,192.0,06-08,3,192.0,Fall ADA,14606,1912,16619,9737.0,1554.0,11381,4869.0,358.0,5237.0,2804352.0,367104.0,3190848.0,16917.59563,3403.0,1466.0,2004.0,7733.0,5407,9199,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0505,MOBILE COUNTY,MOBILE MENTAL HEALTH CENTER,102370,102370,1504900100000.0,10237001605,44.0,KG-12,4,44.0,Fall ADA,23703,21218,44931,22442.0,13287.0,35729,1261.0,7930.0,9202.0,1042932.0,933592.0,1976964.0,45211.63505,488.0,773.0,2846.0,19596.0,3334,20369,0,0,0,0,0,1,0
AL,2018-2019,AL-049,AL-049-0510,MOBILE COUNTY,MORNINGSIDE ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000940,462.0,KG-05,2,462.0,Fall ADA,7604,1814,9463,6205.0,1474.0,7713,1399.0,340.0,1750.0,3513048.0,838068.0,4371906.0,9766.135252,435.0,964.0,291.0,5914.0,726,6878,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0530,MOBILE COUNTY,MURPHY HIGH SCHOOL,102370,102370,1504900100000.0,10237000942,1492.0,09-12,4,1492.0,Fall ADA,8718,1124,10088,6921.0,849.0,8005,1797.0,275.0,2083.0,13007256.0,1677008.0,15051296.0,10390.73876,706.0,1091.0,512.0,6409.0,1218,7500,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0540,MOBILE COUNTY,NAN GRAY DAVIS ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000910,532.0,PK-05,2,532.0,Fall ADA,7529,1737,9336,6093.0,1357.0,7510,1436.0,380.0,1826.0,4005428.0,924084.0,4966752.0,9639.215819,429.0,1007.0,295.0,5798.0,724,6805,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0021,MOBILE COUNTY,NORTH MOBILE COUNTY MIDDLE SCHOOL,102370,102370,1504900100000.0,10237002136,454.0,PK-08,3,454.0,Fall ADA,10239,1785,12216,7437.0,1454.0,9072,2802.0,331.0,3144.0,4648506.0,810390.0,5546064.0,12517.3888,1897.0,905.0,1094.0,6343.0,2991,7248,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0550,MOBILE COUNTY,OLD SHELL ROAD MAGNET SCHOOL,102370,102370,1504900100000.0,10237000943,394.0,KG-05,2,394.0,Fall ADA,8043,1220,9458,6507.0,1015.0,7708,1535.0,205.0,1751.0,3168942.0,480680.0,3726452.0,9761.138424,414.0,1121.0,62.0,6445.0,476,7567,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0560,MOBILE COUNTY,OLIVE J DODGE ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000915,992.0,PK-05,2,992.0,Fall ADA,7081,1210,8449,5696.0,960.0,6803,1385.0,250.0,1646.0,7024352.0,1200320.0,8381408.0,8752.778514,442.0,943.0,279.0,5417.0,721,6360,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0570,MOBILE COUNTY,ORCHARD ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000944,479.0,PK-05,2,479.0,Fall ADA,7854,1456,9435,6354.0,1176.0,7644,1500.0,280.0,1790.0,3762066.0,697424.0,4519365.0,9738.153015,486.0,1014.0,369.0,5985.0,855,6999,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0622,MOBILE COUNTY,OROURKE ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001813,1035.0,PK-05,2,1035.0,Fall ADA,6932,1295,8469,5642.0,1019.0,6892,1290.0,276.0,1577.0,7174620.0,1340325.0,8765415.0,8772.765827,422.0,868.0,211.0,5431.0,633,6299,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0859,MOBILE COUNTY,PEARL HASKEW ELEMENTARY,102370,102370,1504900100000.0,10237001620,526.0,KG-05,2,526.0,Fall ADA,8780,1670,10693,7198.0,1341.0,8771,1582.0,329.0,1922.0,4618280.0,878420.0,5624518.0,10995.35496,522.0,1060.0,480.0,6718.0,1002,7778,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0040,MOBILE COUNTY,PETER F ALBA MIDDLE SCHOOL,102370,102370,1504900100000.0,10237000895,543.0,06-08,3,543.0,Fall ADA,7213,1247,8704,5725.0,1106.0,7063,1489.0,141.0,1641.0,3916659.0,677121.0,4726272.0,9007.616747,619.0,870.0,487.0,5238.0,1106,6107,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0590,MOBILE COUNTY,PHILLIPS PREPARATORY MIDDLE SCHOOL,102370,102370,1504900100000.0,10237000947,755.0,06-08,3,755.0,Fall ADA,6945,690,7903,5493.0,617.0,6368,1452.0,73.0,1536.0,5243475.0,520950.0,5966765.0,8207.124886,518.0,934.0,218.0,5275.0,736,6209,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0595,MOBILE COUNTY,PILLANS MIDDLE SCHOOL,102370,102370,1504900100000.0,10237000946,495.0,06-08,3,495.0,Fall ADA,8653,1607,10414,6765.0,1301.0,8208,1888.0,306.0,2205.0,4283235.0,795465.0,5154930.0,10716.53196,572.0,1316.0,611.0,6154.0,1183,7470,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0690,MOBILE COUNTY,SAINT ELMO ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001732,440.0,PK-05,2,440.0,Fall ADA,7950,1423,9493,6377.0,1295.0,7781,1573.0,129.0,1712.0,3498000.0,626120.0,4176920.0,9796.116221,528.0,1045.0,434.0,5943.0,962,6988,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0656,MOBILE COUNTY,SEMMES ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237001560,560.0,PK-05,2,550.0,Fall ADA,7455,1254,8859,5949.0,983.0,7072,1505.0,271.0,1787.0,4100250.0,689700.0,4872450.0,9162.518418,517.0,988.0,356.0,5593.0,873,6582,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0660,MOBILE COUNTY,SEMMES MIDDLE SCHOOL,102370,102370,1504900100000.0,10237000955,1369.0,06-08,3,1369.0,Fall ADA,6730,994,7927,5449.0,823.0,6463,1282.0,171.0,1465.0,9213370.0,1360786.0,10852063.0,8231.109661,422.0,860.0,234.0,5215.0,655,6075,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0770,MOBILE COUNTY,SPENCERWESTLAWN ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000966,537.0,PK-05,2,537.0,Fall ADA,7763,1768,9670,6254.0,1440.0,7822,1509.0,328.0,1848.0,4168731.0,949416.0,5192790.0,9973.003936,512.0,997.0,302.0,5952.0,814,6949,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-5160,MOBILE COUNTY,SW ALABAMA REGIONAL SCHOOL DEAFBLIND,102370,102370,1504900100000.0,10237001689,45.0,PK-05,2,38.0,Fall ADA,73484,39726,113371,50877.0,24969.0,75997,22606.0,14757.0,37373.0,2792392.0,1509588.0,4308098.0,113608.218,18710.0,3896.0,32343.0,18534.0,51053,22431,0,0,0,0,0,1,0
AL,2018-2019,AL-049,AL-049-0710,MOBILE COUNTY,TANNER WILLIAMS ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237000960,313.0,KG-05,2,313.0,Fall ADA,8842,1073,10125,7145.0,905.0,8249,1696.0,168.0,1876.0,2767546.0,335849.0,3169125.0,10427.71529,525.0,1171.0,325.0,6820.0,851,7991,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0705,MOBILE COUNTY,TAYLOR WHITE ELEMENTARY SCHOOL,102370,102370,1504900100000.0,10237002202,390.0,PK-05,2,390.0,Fall ADA,8202,1019,9440,6597.0,872.0,7677,1605.0,147.0,1763.0,3198780.0,397410.0,3681600.0,9743.149843,467.0,1138.0,301.0,6296.0,768,7434,0,0,0,0,0,0,0
AL,2018-2019,AL-049,AL-049-0495,MOBILE COUNTY,THE PATHWAY,102370,102370,1504900100000.0,10237001038,156.0,KG-08,3,156.0,Fall ADA,31581,3489,35158,20137.0,2270.0,22483,11445.0,1220.0,12675.0,4926636.0,544284.0,5484648.0,35444.83485,9686.0,1759.0,2724.0,17413.0,12410,19171,0,0,0,0,0,1,0
AL,2018-2019,AL-049,AL-049-0715,MOBILE COUNTY,THEODORE HIGH SCHOOL,102370,102370,1504900100000.0,10237001688,1453.0,09-12,4,1453.0,Fall ADA,7721,848,8813,6207.0,660.0,7101,1514.0,188.0,1712.0,11218613.0,1232144.0,12805289.0,9116.5476,542.0,972.0,420.0,5787.0,962,6759,0,0,0,0,0,0,0
