state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_MO,enrollmetric,pp_stloc_raw_MO,pp_fed_raw_MO,pp_total_raw_MO,pp_site_stloc_raw_MO,pp_site_fed_raw_MO,pp_site_raw_MO,pp_centshare_stloc_raw_MO,pp_centshare_fed_raw_MO,pp_centshare_raw_MO,schoolstloc_raw_MO,schoolfed_raw_MO,schooltot_raw_MO,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
MO,2018-2019,028-101,4020,CRAWFORD CO. R-I,BOURBON ELEMENTARY SCHOOL,2905640,2905640,26502840100000.0,290564000108,376.0,PK-04,2.0,336,September Membership,8285.01,450.84,8735.85,6052.71,58.46,6111.17,2232.3,392.38,2624.68,2783763.36,151482.24,2935245.6,8724.011948,1,0,0,0,1,0,0
MO,2018-2019,028-101,1050,CRAWFORD CO. R-I,BOURBON HIGH SCHOOL,2905640,2905640,26502840100000.0,290564000109,271.0,09-12,4.0,268.86,September Membership,9169.31,392.38,9561.69,6937.01,0,6937.01,2232.3,392.38,2624.68,2465260.6866,105495.2868,2570755.9734,9522.441791,1,0,0,0,1,0,0
MO,2018-2019,028-101,3000,CRAWFORD CO. R-I,BOURBON MIDDLE SCHOOL,2905640,2905640,26502840100000.0,290564001699,295.0,05-08,3.0,295,September Membership,7721.01,1150.27,8871.27,5488.71,757.89,6246.6,2232.3,392.38,2624.68,2277697.95,339329.65,2617024.65,8854.937272,1,0,0,0,1,0,0
MO,2018-2019,028-102,4020,CRAWFORD CO. R-II,CUBA ELEM.,2910410,2910410,26502800300000.0,291041000342,463.0,KG-04,2.0,463,September Membership,9652.55,451.16,10103.71,6965.66,451.16,7416.82,2686.89,0,2686.89,4469130.64999999,208887.08,4678017.72999999,10363.27125,1,0,0,0,1,0,0
MO,2018-2019,028-102,1050,CRAWFORD CO. R-II,CUBA HIGH,2910410,2910410,26502800300000.0,291041000341,379.0,09-12,4.0,377.03,September Membership,9954.96,274.4,10229.36,7268.07,274.4,7542.48,2686.89,0,2686.89,3753318.56879999,103457.031999999,3856775.6008,10484.75084,1,0,0,0,1,0,0
MO,2018-2019,028-102,3000,CRAWFORD CO. R-II,CUBA MIDDLE,2910410,2910410,26502800300000.0,291041000018,471.0,05-08,3.0,471,September Membership,8806.7,293.67,9100.37,6119.81,293.67,6413.48,2686.89,0,2686.89,4147955.7,138318.57,4286274.27,9393.232741,1,0,0,0,1,0,0
MO,2018-2019,085-049,4020,CROCKER R-II,CROCKER ELEM.,2910350,2910350,26508500600000.0,291035000337,329.0,PK-06,2.0,288,September Membership,7597.17,348.28,7945.45,4744.29,348.28,5092.57,2852.88,0,2852.88,2187984.96,100304.639999999,2288289.6,8278.111305,1,0,0,0,1,0,0
MO,2018-2019,085-049,1050,CROCKER R-II,CROCKER HIGH,2910350,2910350,26508500600000.0,291035000338,260.0,07-12,4.0,255,September Membership,9789.08,302.63,10091.71,6936.2,302.63,7238.83,2852.88,0,2852.88,2496215.4,77170.65,2573386.05,10353.13557,1,0,0,0,1,0,0
MO,2018-2019,048-926,6990,CROSSROADS CHARTER SCHOOLS,CROSSROADS - CENTRAL STREET,2900603,2900603,,290060303201,327.0,PK-06,2.0,326,September Membership,14325.42,610.949999999999,14936.37,8958.41,594.31,9552.72,5367.01,16.64,5383.65,4670086.92,199169.699999999,4869256.62,14151.32239,1,0,0,0,1,0,0
MO,2018-2019,048-926,6905,CROSSROADS CHARTER SCHOOLS,CROSSROADS - QUALITY HILL,2900603,2900603,,290060303295,264.0,KG-05,2.0,265,September Membership,13251.67,367.349999999999,13619.02,7884.66,350.71,8235.37,5367.01,16.64,5383.65,3511692.55,97347.7499999999,3609040.3,12877.69608,1,0,0,0,1,0,0
MO,2018-2019,048-926,1905,CROSSROADS CHARTER SCHOOLS,CROSSROADS HIGH SCHOOL,2900603,2900603,,290060303311,189.0,07-11,4.0,193,September Membership,13685.87,708.449999999999,14394.32,8318.86,691.81,9010.67,5367.01,16.64,5383.65,2641372.91,136730.849999999,2778103.76,13627.26338,1,0,0,0,1,0,0
MO,2018-2019,166-166,0,CROWDER COLLEGE,CROWDER AVTS,2900007,2900007,,290000700817,0.0,09-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,050-013,4020,CRYSTAL CITY 47,CRYSTAL CITY ELEM.,2910380,2910380,26505000100000.0,291038000339,379.0,PK-08,3.0,348.6,September Membership,9128.02,596.71,9724.74,6295.72,164.24,6459.96,2832.3,432.47,3264.78,3182027.772,208013.106,3390044.364,9854.53775,1,0,0,0,1,0,0
MO,2018-2019,050-013,1050,CRYSTAL CITY 47,CRYSTAL CITY HIGH,2910380,2910380,26505000100000.0,291038000340,164.0,09-12,4.0,164.1,September Membership,12095.24,474.98,12570.23,9262.94,42.51,9305.46,2832.3,432.47,3264.78,1984828.884,77944.218,2062774.74299999,12605.58412,1,0,0,0,1,0,0
MO,2018-2019,029-002,4020,DADEVILLE R-II,DADEVILLE ELEM.,2910440,2910440,26502900200000.0,291044000344,95.0,KG-05,2.0,95,September Membership,7127.74,550.94,7678.69,4730.17,262.85,4993.03,2397.57,288.09,2685.66,677135.299999999,52339.3,729475.549999999,8293.603172,1,0,0,0,1,0,0
MO,2018-2019,029-002,1050,DADEVILLE R-II,DADEVILLE SR. HIGH,2910440,2910440,26502900200000.0,291044000345,74.0,06-12,4.0,74,September Membership,10416.04,577.02,10993.06,8018.47,288.93,8307.4,2397.57,288.09,2685.66,770786.96,42699.4799999999,813486.44,11497.96712,1,0,0,0,1,0,0
MO,2018-2019,030-093,1050,DALLAS CO. R-I,BUFFALO HIGH,2906120,2906120,26503000100000.0,290612000149,500.0,09-12,4.0,500.67,September Membership,11428.5,575.09,12003.58,8340.73,569.86,8910.58,3087.77,5.23,3093,5721907.095,287930.3103,6009832.3986,11761.77828,1,0,0,0,1,0,0
MO,2018-2019,030-093,3000,DALLAS CO. R-I,BUFFALO MIDDLE,2906120,2906120,26503000100000.0,290612000858,574.0,05-08,3.0,573.12,September Membership,8143.75,345.4,8489.15,5055.98,340.17,5396.15,3087.77,5.23,3093,4667346,197955.648,4865301.648,8363.994453,1,0,0,0,1,0,0
MO,2018-2019,030-093,1100,DALLAS CO. R-I,DALLAS COUNTY TECHNICAL CENTER,2906120,2906120,26503000100000.0,290612000148,0.0,11-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,030-093,4020,DALLAS CO. R-I,MALLORY ELEM.,2906120,2906120,26503000100000.0,290612000150,680.0,PK-04,2.0,606,September Membership,7729.44,455.67,8185.11,4641.67,450.44,5092.11,3087.77,5.23,3093,4684040.64,276136.02,4960176.66,8070.045735,1,0,0,0,1,0,0
MO,2018-2019,042-119,4020,DAVIS R-XII,DAVIS ELEM.,2910470,2910470,26504201000000.0,291047000346,43.0,KG-08,3.0,56,September Membership,12208.89,788.04,12996.93,7280.87,761.25,8042.12,4928.02,26.79,4954.81,683697.84,44130.24,727828.08,,1,0,0,0,1,1,1
MO,2018-2019,048-923,1970,DELASALLE CHARTER SCHOOL,DeLaSalle Charter High School,2900593,2900593,,290059303176,113.0,09-12,4.0,110.28,September Membership,16249.13,1830.73,18079.86,5672.29,1821.71,7494,10576.84,9.02,10585.87,1791954.0564,201892.9044,1993846.9608,17463.97561,1,0,0,0,1,0,0
MO,2018-2019,078-009,4020,DELTA C-7,DELTA C-7 ELEM.,2905730,2905730,26507800500000.0,290573000119,95.0,KG-06,2.0,94,September Membership,10503.6199999999,0,10503.61,6656.17,0,6656.17,3847.45,0,3847.45,987340.279999999,0,987339.34,11280.49245,1,0,0,0,1,0,0
MO,2018-2019,078-009,1050,DELTA C-7,DELTA C-7 HIGH,2905730,2905730,26507800500000.0,290573000120,97.0,07-12,4.0,88,September Membership,12342.56,0,12342.56,8495.11,0,8495.11,3847.45,0,3847.45,1086145.28,0,1086145.28,13058.40652,1,0,0,0,1,0,0
MO,2018-2019,016-092,4020,DELTA R-V,DELTA ELEM.,2910620,2910620,26501601300000.0,291062000357,112.0,PK-06,2.0,98,September Membership,11406.1199999999,459.11,11865.23,7496.63,390.77,7887.4,3909.49,68.34,3977.83,1117799.76,44992.78,1162792.54,11941.10918,1,0,0,0,1,0,0
MO,2018-2019,016-092,1050,DELTA R-V,DELTA HIGH,2910620,2910620,26501601300000.0,291062000358,120.0,07-12,4.0,120,September Membership,13332.1199999999,380.36,13712.48,9422.63,312.02,9734.65,3909.49,68.34,3977.83,1599854.4,45643.2,1645497.59999999,13727.04778,1,0,0,0,1,0,0
MO,2018-2019,033-093,4020,DENT-PHELPS R-III,DENT-PHELPS ELEM.,2910710,2910710,26503308100000.0,291071000360,254.0,PK-08,3.0,364.29,September Membership,8000.71,847.12,8847.83,6324.39,664.86,6989.26,1676.32,182.26,1858.57,2914578.6459,308597.3448,3223175.9907,5561.714844,1,0,0,0,1,1,0
MO,2018-2019,002-017,1049,DEPARTMENT OF CORRECTIONS,ALGOA CORRECTIONAL CENTER,2900030,2900030,,290003002980,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1041,DEPARTMENT OF CORRECTIONS,BOONVILLE CORRECTIONAL CENTER,2900030,2900030,,290003002896,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1030,DEPARTMENT OF CORRECTIONS,BOONVILLE TREATMENT CENTER,2900030,2900030,,290003002883,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1031,DEPARTMENT OF CORRECTIONS,CREMER THERAPEUTIC COMM CENTER,2900030,2900030,,290003002900,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1042,DEPARTMENT OF CORRECTIONS,EAST RECEP/DIAG CORR CENT/ACAD,2900030,2900030,,290003002880,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1036,DEPARTMENT OF CORRECTIONS,EAST RECEP/DIAG CORR CENT/DIAG,2900030,2900030,,290003002886,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1043,DEPARTMENT OF CORRECTIONS,FARMINGTON CORRECTIONAL CENTER,2900030,2900030,,290003002907,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1032,DEPARTMENT OF CORRECTIONS,FARMINGTON TREATMENT CENTER,2900030,2900030,,290003002909,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1037,DEPARTMENT OF CORRECTIONS,FULTON RECEPTION AND DIAG CTR,2900030,2900030,,290003002904,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1033,DEPARTMENT OF CORRECTIONS,MARYVILLE TREATMENT CENTER,2900030,2900030,,290003002910,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1044,DEPARTMENT OF CORRECTIONS,MISSOURI EASTERN CORR CENTER,2900030,2900030,,290003002893,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1045,DEPARTMENT OF CORRECTIONS,OZARK CORRECTIONAL CENTER,2900030,2900030,,290003002911,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1046,DEPARTMENT OF CORRECTIONS,SOUTH CENTRAL CORRECTIONAL CTR,2900030,2900030,,290003002901,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1047,DEPARTMENT OF CORRECTIONS,SOUTHEAST CORRECTIONAL CENTER,2900030,2900030,,290003002881,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1029,DEPARTMENT OF CORRECTIONS,WESTERN MO CORRECTIONAL CENTER,2900030,2900030,,290003003133,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1039,DEPARTMENT OF CORRECTIONS,WESTERN RECEPT/DIAG CORR CENTR,2900030,2900030,,290003002877,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1035,DEPARTMENT OF CORRECTIONS,WESTERN REGION TREATMENT CENTR,2900030,2900030,,290003002894,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1048,DEPARTMENT OF CORRECTIONS,WOMEN E. RECEP/DIAG COR C/ACAD,2900030,2900030,,290003002887,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1038,DEPARTMENT OF CORRECTIONS,WOMEN E. RECEP/DIAG COR C/DIAG,2900030,2900030,,290003002890,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,002-017,1034,DEPARTMENT OF CORRECTIONS,WOMEN'S EAST REGION TRTMT CTR,2900030,2900030,,290003002876,0.0,07-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,050-014,4010,DESOTO 73,ATHENA ELEM.,2910500,2910500,26505000200000.0,291050000347,531.0,KG-06,2.0,531,September Membership,9863.61999999999,695.77,10559.38,7534.25,339.21,7873.46,2329.37,356.56,2685.93,5237582.22,369453.87,5607030.77999999,10344.75523,1,0,0,0,1,0,0
MO,2018-2019,050-014,2050,DESOTO 73,DESOTO JR. HIGH,2910500,2910500,26505000200000.0,291050000349,401.0,07-08,3.0,399,September Membership,9114.95,711.3,9826.24,6785.58,354.74,7140.32,2329.37,356.56,2685.93,3636865.05,283808.699999999,3920669.76,9635.948615,1,0,0,0,1,0,0
MO,2018-2019,050-014,1050,DESOTO 73,DESOTO SR. HIGH,2910500,2910500,26505000200000.0,291050000350,938.0,09-12,4.0,822,September Membership,9053.72,542.21,9595.92,6724.35,185.65,6910,2329.37,356.56,2685.93,7442157.84,445696.62,7887846.24,9413.273083,1,0,0,0,1,0,0
MO,2018-2019,050-014,7500,DESOTO 73,EARLY CHILDHOOD CTR.,2910500,2910500,26505000200000.0,291050002993,175.0,PK-PK,1.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,050-014,4020,DESOTO 73,VINELAND ELEM.,2910500,2910500,26505000200000.0,291050000351,800.0,KG-06,2.0,800,September Membership,8526.46,610.95,9137.4,6197.09,254.39,6451.48,2329.37,356.56,2685.93,6821167.99999999,488760,7309920,8969.971654,1,0,0,0,1,0,0
MO,2018-2019,103-132,4020,DEXTER R-XI,CENTRAL ELEM.,2910770,2910770,26510400500000.0,291077000361,454.0,03-05,2.0,454,September Membership,7248.07,541.08,7789.15,5711.28,192.72,5904,1536.79,348.36,1885.16,3290623.78,245650.32,3536274.09999999,8075.735667,1,0,0,0,1,0,0
MO,2018-2019,103-132,1050,DEXTER R-XI,DEXTER HIGH,2910770,2910770,26510400500000.0,291077000363,572.0,09-12,4.0,572,September Membership,8331.65,657.83,8989.49,6794.86,309.47,7104.33,1536.79,348.36,1885.16,4765703.8,376278.76,5141988.28,9236.235616,1,0,0,0,1,0,0
MO,2018-2019,103-132,4040,DEXTER R-XI,SOUTHWEST ELEM.,2910770,2910770,26510400500000.0,291077000364,558.0,PK-02,2.0,527.48,September Membership,7719.03,692.45,8411.49,6182.24,344.09,6526.33,1536.79,348.36,1885.16,4071633.9444,365253.526,4436892.7452,8677.419805,1,0,0,0,1,0,0
MO,2018-2019,103-132,3000,DEXTER R-XI,T. S. HILL MIDDLE,2910770,2910770,26510400500000.0,291077000362,501.0,06-08,3.0,499.53,September Membership,6859.31,636.27,7495.58,5322.52,287.91,5610.43,1536.79,348.36,1885.16,3426431.1243,317835.9531,3744267.0774,7791.909442,1,0,0,0,1,0,0
MO,2018-2019,073-102,4020,DIAMOND R-IV,DIAMOND ELEM.,2910800,2910800,26507300600000.0,291080000365,294.0,PK-04,2.0,272,September Membership,8400.26,171.4,8571.66,5778.58,170.37,5948.95,2621.68,1.03,2622.71,2284870.72,46620.8,2331491.52,8870.25351,1,0,0,0,1,0,0
MO,2018-2019,073-102,1050,DIAMOND R-IV,DIAMOND HIGH,2910800,2910800,26507300600000.0,291080000366,242.0,09-12,4.0,240.58,September Membership,10126.48,189.44,10315.92,7504.8,188.41,7693.21,2621.68,1.03,2622.71,2436228.5584,45575.4752,2481804.0336,10556.62041,1,0,0,0,1,0,0
MO,2018-2019,073-102,3000,DIAMOND R-IV,DIAMOND MIDDLE,2910800,2910800,26507300600000.0,291080000572,250.0,05-08,3.0,250,September Membership,8504.14,502.51,9006.64,5882.46,501.48,6383.94,2621.68,1.03,2622.71,2126035,125627.5,2251660,9290.796246,1,0,0,0,1,0,0
MO,2018-2019,347-347,1084,DIVISION OF YOUTH SERVICE,ALTERNATIVE RESOURCE CTR.,2900009,2900009,,290000901287,4.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1070,DIVISION OF YOUTH SERVICE,BABLER LODGE,2900009,2900009,,290000901271,9.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1058,DIVISION OF YOUTH SERVICE,BISSELL HALL,2900009,2900009,,290000901199,20.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1075,DIVISION OF YOUTH SERVICE,CAMP AVERY PARK CAMP,2900009,2900009,,290000901273,13.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1095,DIVISION OF YOUTH SERVICE,COMMUNITY LEARNING CTR.,2900009,2900009,,290000901352,12.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1056,DIVISION OF YOUTH SERVICE,CORNERSTONE,2900009,2900009,,290000902179,10.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1073,DIVISION OF YOUTH SERVICE,DATEMA HOUSE,2900009,2900009,,290000901936,12.0,05-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1080,DIVISION OF YOUTH SERVICE,DELMINA WOODS YOUTH FACILITY,2900009,2900009,,290000901276,17.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1074,DIVISION OF YOUTH SERVICE,DISCOVERY HALL,2900009,2900009,,290000903077,0.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1053,DIVISION OF YOUTH SERVICE,ECHO DAY TREATMENT CTR.,2900009,2900009,,290000901193,9.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1097,DIVISION OF YOUTH SERVICE,EXCEL SCHOOL,2900009,2900009,,290000901364,19.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1060,DIVISION OF YOUTH SERVICE,FORT BELLEFONTAINE CAMPUS,2900009,2900009,,290000901226,21.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1054,DIVISION OF YOUTH SERVICE,FULTON TREATMENT CTR.,2900009,2900009,,290000902172,15.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1067,DIVISION OF YOUTH SERVICE,GATEWAY SCHOOL,2900009,2900009,,290000902211,10.0,05-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1079,DIVISION OF YOUTH SERVICE,GENTRY RESIDENTIAL TREAT. FAC.,2900009,2900009,,290000902715,24.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1052,DIVISION OF YOUTH SERVICE,GIRARDOT CENTER FOR YOUTH,2900009,2900009,,290000901192,11.0,05-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1076,DIVISION OF YOUTH SERVICE,HILLSBORO TREATMENT CTR.,2900009,2900009,,290000902713,8.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1055,DIVISION OF YOUTH SERVICE,HOGAN ST REGIONAL YOUTH CTR.,2900009,2900009,,290000901195,21.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1083,DIVISION OF YOUTH SERVICE,LANGSFORD HOUSE,2900009,2900009,,290000901285,9.0,05-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1062,DIVISION OF YOUTH SERVICE,LEWIS AND CLARK HALL,2900009,2900009,,290000901261,11.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1099,DIVISION OF YOUTH SERVICE,MET DAY TREATMENT CENTER,2900009,2900009,,290000903153,17.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1010,DIVISION OF YOUTH SERVICE,MONTGOMERY CITY TREATMENT CTR.,2900009,2900009,,290000901145,9.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1086,DIVISION OF YOUTH SERVICE,MT. VERNON TREATMENT CTR.,2900009,2900009,,290000902716,28.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1098,DIVISION OF YOUTH SERVICE,N.E. COMMUNITY TREATMENT CTR.,2900009,2900009,,290000901368,0.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1063,DIVISION OF YOUTH SERVICE,NEW DAY - DAY TREATMENT,2900009,2900009,,290000901265,35.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1068,DIVISION OF YOUTH SERVICE,NEW MADRID BEND YOUTH CTR.,2900009,2900009,,290000902710,6.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1065,DIVISION OF YOUTH SERVICE,NORTHWEST REG. YOUTH CTR.,2900009,2900009,,290000901270,25.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1057,DIVISION OF YOUTH SERVICE,QUEST DAY TREATMENT,2900009,2900009,,290000902196,14.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,347-347,1064,DIVISION OF YOUTH SERVICE,REACH ST. LOUIS DAY TREATMENT,2900009,2900009,,290000901269,0.0,06-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
