state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_WI,enrollmetric,pp_stloc_raw_WI,pp_fed_raw_WI,pp_total_raw_WI,pp_site_stloc_raw_WI,pp_site_fed_raw_WI,pp_site_raw_WI,pp_centshare_stloc_raw_WI,pp_centshare_fed_raw_WI,pp_centshare_raw_WI,schoolstloc_raw_WI,schoolfed_raw_WI,schooltot_raw_WI,pp_total_norm_NERDS,distexclu_raw_WI,disttotwexclu_raw_WI,disttot_summed_raw_WI,exclulist_raw_WI,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
WI,2018-2019,2009,40,Galesville-Ettrick-Trempealeau School District,Galesville-Ettrick-Trempealeau High,5504960.0,5504960.0,50506202000000.0,550496000536.0,434.0,09-12,4.0,434.0,September Count Day,11906.0,262.0,12168.0,9007.0,137.0,9144.0,2899.0,125.0,3024.0,5167204,113708,5280912,12467.58697,5770670.0,22324264.0,16553594.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2009,50,Galesville-Ettrick-Trempealeau School District,Galesville-Ettrick-Trempealeau Middle,5504960.0,5504960.0,50506202000000.0,550496000537.0,300.0,06-08,3.0,300.0,September Count Day,10574.0,149.0,10723.0,7675.0,24.0,7699.0,2899.0,125.0,3024.0,3172200,44700,3216900,11022.58697,5770670.0,22324264.0,16553594.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2009,80,Galesville-Ettrick-Trempealeau School District,Trempealeau Elementary,5504960.0,5504960.0,50506202000000.0,550496000539.0,302.0,PK-05,2.0,302.0,September Count Day,11110.0,242.0,11352.0,8211.0,117.0,8328.0,2899.0,125.0,3024.0,3355220,73084,3428304,11651.58697,5770670.0,22324264.0,16553594.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2044,20,Geneva J4 School District,Woods Elementary,5505100.0,5505100.0,50506505200000.0,550510000546.0,201.0,PK-08,3.0,201.0,September Count Day,12160.0,326.0,12486.0,12160.0,326.0,12486.0,0.0,0.0,0.0,2444160,65526,2509686,12462.68657,2361146.0,4870758.0,2509612.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2051,20,Genoa City J2 School District,Brookwood Elementary,5505130.0,5505130.0,50506550500000.0,550513000547.0,242.0,PK-03,2.0,242.0,September Count Day,11755.0,652.0,12408.0,8539.0,420.0,8959.0,3216.0,232.0,3449.0,2844710,157784,3002736,12109.10266,3052392.0,9761367.0,6708975.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2051,200,Genoa City J2 School District,Brookwood Middle,5505130.0,5505130.0,50506550500000.0,550513002327.0,284.0,04-08,3.0,284.0,September Count Day,12804.0,246.0,13051.0,9588.0,14.0,9602.0,3216.0,232.0,3449.0,3636336,69864,3706484,12752.10266,3052392.0,9761367.0,6708975.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2058,20,Germantown School District,Amy Belle Elementary,5505160.0,5505160.0,50506701500000.0,550516000549.0,416.0,PK-05,2.0,416.0,September Count Day,11052.0,252.0,11304.0,6860.0,0.0,6860.0,4192.0,252.0,4444.0,4597632,104832,4702464,11680.3211,58974911.0,104731963.0,45757052.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds, Capital Leases",1,0,0,1,1,0,0
WI,2018-2019,2058,40,Germantown School District,County Line Elementary,5505160.0,5505160.0,50506701500000.0,550516000550.0,469.0,PK-05,2.0,469.0,September Count Day,10739.0,252.0,10991.0,6547.0,0.0,6547.0,4192.0,252.0,4444.0,5036591,118188,5154779,11367.3211,58974911.0,104731963.0,45757052.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds, Capital Leases",1,0,0,1,1,0,0
WI,2018-2019,2058,180,Germantown School District,Germantown High,5505160.0,5505160.0,50506701500000.0,550516000557.0,1327.0,09-12,4.0,1327.0,September Count Day,12390.0,252.0,12642.0,8198.0,0.0,8198.0,4192.0,252.0,4444.0,16441530,334404,16775934,13018.3211,58974911.0,104731963.0,45757052.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds, Capital Leases",1,0,0,1,1,0,0
WI,2018-2019,2058,110,Germantown School District,Kennedy Middle,5505160.0,5505160.0,50506701500000.0,550516000554.0,931.0,06-08,3.0,931.0,September Count Day,10970.0,252.0,11222.0,6778.0,0.0,6778.0,4192.0,252.0,4444.0,10213070,234612,10447682,11598.3211,58974911.0,104731963.0,45757052.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds, Capital Leases",1,0,0,1,1,0,0
WI,2018-2019,2058,120,Germantown School District,MacArthur Elementary,5505160.0,5505160.0,50506701500000.0,550516000555.0,389.0,PK-05,2.0,389.0,September Count Day,11602.0,252.0,11854.0,7410.0,0.0,7410.0,4192.0,252.0,4444.0,4513178,98028,4611206,12230.3211,58974911.0,104731963.0,45757052.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds, Capital Leases",1,0,0,1,1,0,0
WI,2018-2019,2058,140,Germantown School District,Rockfield Elementary,5505160.0,5505160.0,50506701500000.0,550516000556.0,364.0,PK-05,2.0,364.0,September Count Day,10915.0,252.0,11167.0,6723.0,0.0,6723.0,4192.0,252.0,4444.0,3973060,91728,4064788,11543.3211,58974911.0,104731963.0,45757052.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds, Capital Leases",1,0,0,1,1,0,0
WI,2018-2019,2114,100,Gibraltar Area School District,Gibraltar Elementary,5505220.0,5505220.0,50501502200000.0,550522002245.0,268.0,PK-06,2.0,268.0,September Count Day,18150.0,646.0,18795.0,10642.0,415.0,11056.0,7508.0,231.0,7739.0,4864200,173128,5037060,19203.79096,3381595.0,14470739.0,11089144.0,"Capital Projects, Debt Service, Equipment, Food Service, Interfund Transfers, Auditorium, Spec Ed Equipment",1,0,0,1,1,0,0
WI,2018-2019,2114,120,Gibraltar Area School District,Gibraltar High,5505220.0,5505220.0,50501502200000.0,550522000561.0,173.0,09-12,4.0,173.0,September Count Day,25093.0,441.0,25534.0,17585.0,210.0,17795.0,7508.0,231.0,7739.0,4341089,76293,4417382,25942.79096,3381595.0,14470739.0,11089144.0,"Capital Projects, Debt Service, Equipment, Food Service, Interfund Transfers, Auditorium, Spec Ed Equipment",1,0,0,1,1,0,0
WI,2018-2019,2114,200,Gibraltar Area School District,Gibraltar Middle,5505220.0,5505220.0,50501502200000.0,550522001456.0,90.0,07-08,3.0,90.0,September Count Day,17929.0,232.0,18161.0,10421.0,1.0,10422.0,7508.0,231.0,7739.0,1613610,20880,1634490,18569.79096,3381595.0,14470739.0,11089144.0,"Capital Projects, Debt Service, Equipment, Food Service, Interfund Transfers, Auditorium, Spec Ed Equipment",1,0,0,1,1,0,0
WI,2018-2019,2128,60,Gillett School District,Gillett Elementary,5505250.0,5505250.0,50504300700000.0,550525000566.0,233.0,PK-05,2.0,233.0,September Count Day,11876.0,1075.0,12950.0,6367.0,741.0,7108.0,5509.0,334.0,5842.0,2767108,250475,3017350,13078.46498,4239223.0,11134340.0,6895117.0,"Capital Projects, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2128,20,Gillett School District,Gillett High,5505250.0,5505250.0,50504300700000.0,550525000564.0,148.0,09-12,4.0,148.0,September Count Day,14743.0,438.0,15180.0,9234.0,104.0,9338.0,5509.0,334.0,5842.0,2181964,64824,2246640,15308.46498,4239223.0,11134340.0,6895117.0,"Capital Projects, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2128,40,Gillett School District,Gillett Middle,5505250.0,5505250.0,50504300700000.0,550525000565.0,133.0,06-08,3.0,133.0,September Count Day,11782.0,482.0,12263.0,6273.0,148.0,6421.0,5509.0,334.0,5842.0,1567006,64106,1630979,12391.46498,4239223.0,11134340.0,6895117.0,"Capital Projects, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2135,9419,Gilman School District,eSucceed Charter School,5505280.0,5505280.0,50506101100000.0,550528003114.0,,09-12,4.0,,September Count Day,,,,,,,,,,,,,,2837928.0,8537391.0,5699463.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Charter School Plan year exp",1,0,0,1,1,1,0
WI,2018-2019,2135,40,Gilman School District,Gilman Elementary,5505280.0,5505280.0,50506101100000.0,550528000567.0,163.0,PK-06,2.0,163.0,September Count Day,14840.0,1732.0,16572.0,7016.0,1331.0,8347.0,7824.0,401.0,8225.0,2418920,282316,2701236,16472.43558,2837928.0,8537391.0,5699463.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Charter School Plan year exp",1,0,0,1,1,0,0
WI,2018-2019,2135,60,Gilman School District,Gilman High,5505280.0,5505280.0,50506101100000.0,550528000568.0,163.0,07-12,4.0,163.0,September Count Day,17585.0,809.0,18394.0,9761.0,408.0,10169.0,7824.0,401.0,8225.0,2866355,131867,2998222,18294.43558,2837928.0,8537391.0,5699463.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Charter School Plan year exp",1,0,0,1,1,0,0
WI,2018-2019,2135,9100,Gilman School District,Rural Virtual Academy,5505280.0,5505280.0,50506101100000.0,,,,,0.0,September Count Day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,2837928.0,8537391.0,5699463.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Charter School Plan year exp",1,0,0,1,1,0,0
WI,2018-2019,2142,40,Gilmanton School District,Gilmanton Elementary,5505370.0,5505370.0,50500601000000.0,550537000573.0,56.0,PK-04,2.0,56.0,September Count Day,14710.0,1218.0,15928.0,8805.0,815.0,9620.0,5905.0,403.0,6308.0,823760,68208,891968,14904.82667,497535.0,3055956.0,2558421.0,"Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds, Fund 21",1,0,0,1,1,0,0
WI,2018-2019,2142,60,Gilmanton School District,Gilmanton High,5505370.0,5505370.0,50500601000000.0,550537000574.0,56.0,09-12,4.0,56.0,September Count Day,18069.0,495.0,18564.0,12164.0,92.0,12256.0,5905.0,403.0,6308.0,1011864,27720,1039584,17540.82667,497535.0,3055956.0,2558421.0,"Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds, Fund 21",1,0,0,1,1,0,0
WI,2018-2019,2142,250,Gilmanton School District,Gilmanton Middle,5505370.0,5505370.0,50500601000000.0,550537002907.0,38.0,05-08,3.0,38.0,September Count Day,15796.0,702.0,16498.0,9891.0,299.0,10190.0,5905.0,403.0,6308.0,600248,26676,626924,15474.82667,497535.0,3055956.0,2558421.0,"Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds, Fund 21",1,0,0,1,1,0,0
WI,2018-2019,2184,10,Glendale-River Hills School District,Glen Hills Middle,5505460.0,5505460.0,50504160300000.0,550546000575.0,562.0,04-08,3.0,562.0,September Count Day,14551.0,246.0,14797.0,10189.0,246.0,10435.0,4362.0,0.0,4362.0,8177662,138252,8315914,15694.05822,4743586.0,20137833.0,15394247.0,"Community Services, Debt Service, Equipment, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition",1,0,0,1,1,0,0
WI,2018-2019,2184,60,Glendale-River Hills School District,Parkway Elementary,5505460.0,5505460.0,50504160300000.0,550546000577.0,503.0,PK-03,2.0,503.0,September Count Day,13505.0,568.0,14073.0,9143.0,568.0,9711.0,4362.0,0.0,4362.0,6793015,285704,7078719,14970.05822,4743586.0,20137833.0,15394247.0,"Community Services, Debt Service, Equipment, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition",1,0,0,1,1,0,0
WI,2018-2019,2198,60,Glenwood City School District,Glenwood City Elementary,5505520.0,5505520.0,50505602500000.0,550552000586.0,336.0,PK-05,2.0,336.0,September Count Day,9866.0,554.0,10420.0,6019.0,321.0,6340.0,3847.0,233.0,4080.0,3314976,186144,3501120,10595.09316,3507546.0,10970179.0,7462633.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2198,80,Glenwood City School District,Glenwood City High,5505520.0,5505520.0,50505602500000.0,550552000587.0,194.0,09-12,4.0,194.0,September Count Day,12809.0,235.0,13044.0,8962.0,2.0,8964.0,3847.0,233.0,4080.0,2484946,45590,2530536,13219.09316,3507546.0,10970179.0,7462633.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2198,100,Glenwood City School District,Glenwood City Middle,5505520.0,5505520.0,50505602500000.0,550552000588.0,157.0,06-08,3.0,157.0,September Count Day,8880.0,235.0,9115.0,5033.0,2.0,5035.0,3847.0,233.0,4080.0,1394160,36895,1431055,9290.093159,3507546.0,10970179.0,7462633.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2212,40,Goodman-Armstrong Creek School District,Goodman High,5505580.0,5505580.0,50503800800000.0,550558000592.0,47.0,07-12,4.0,47.0,September Count Day,22892.0,860.0,23752.0,15675.0,530.0,16205.0,7217.0,330.0,7547.0,1075924,40420,1116344,23782.36522,648620.0,2919196.0,2270576.0,"Aid Transits, Cooperative Programs, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds, Security/Kitchen, Sidewalk/gutters",1,0,0,1,1,0,0
WI,2018-2019,2212,20,Goodman-Armstrong Creek School District,Goodman-Armstrong Elementary,5505580.0,5505580.0,50503800800000.0,550558000593.0,68.0,PK-06,2.0,68.0,September Count Day,15843.0,1130.0,16973.0,8626.0,800.0,9426.0,7217.0,330.0,7547.0,1077324,76840,1154164,17003.36522,648620.0,2919196.0,2270576.0,"Aid Transits, Cooperative Programs, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds, Security/Kitchen, Sidewalk/gutters",1,0,0,1,1,0,0
WI,2018-2019,2217,40,Grafton School District,Grafton High,5505610.0,5505610.0,50504600900000.0,550561002248.0,728.0,09-12,4.0,728.0,September Count Day,13005.0,226.0,13232.0,9921.0,67.0,9989.0,3084.0,159.0,3243.0,9467640,164528,9632896,13477.01255,25288365.0,49955087.0,24666722.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2217,60,Grafton School District,John Long Middle,5505610.0,5505610.0,50504600900000.0,550561002249.0,430.0,06-08,3.0,430.0,September Count Day,11195.0,197.0,11392.0,8111.0,38.0,8149.0,3084.0,159.0,3243.0,4813850,84710,4898560,11637.01255,25288365.0,49955087.0,24666722.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2217,30,Grafton School District,Kennedy Elementary,5505610.0,5505610.0,50504600900000.0,550561002247.0,458.0,PK-05,2.0,458.0,September Count Day,10399.0,217.0,10616.0,7315.0,58.0,7373.0,3084.0,159.0,3243.0,4762742,99386,4862128,10861.01255,25288365.0,49955087.0,24666722.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2217,100,Grafton School District,Woodview Elementary,5505610.0,5505610.0,50504600900000.0,550561002250.0,455.0,PK-05,2.0,455.0,September Count Day,11252.0,337.0,11589.0,8168.0,178.0,8346.0,3084.0,159.0,3243.0,5119660,153335,5272995,11834.01255,25288365.0,49955087.0,24666722.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2226,20,Granton Area School District,Granton Elementary,5505640.0,5505640.0,50501002900000.0,550564000599.0,119.0,PK-05,2.0,119.0,September Count Day,12364.0,2433.0,14796.0,5333.0,2337.0,7669.0,7031.0,96.0,7127.0,1471316,289527,1760724,,2480498.0,6137353.0,3656855.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,1
WI,2018-2019,2226,40,Granton Area School District,Granton High,5505640.0,5505640.0,50501002900000.0,550564000600.0,114.0,06-12,4.0,114.0,September Count Day,15723.0,909.0,16632.0,8692.0,813.0,9505.0,7031.0,96.0,7127.0,1792422,103626,1896048,,2480498.0,6137353.0,3656855.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,1
WI,2018-2019,2233,60,Grantsburg School District,Grantsburg Elementary,5505670.0,5505670.0,50500700100000.0,550567000601.0,194.0,01-03,2.0,194.0,September Count Day,10680.0,992.0,11672.0,7844.0,884.0,8728.0,2836.0,108.0,2944.0,2071920,192448,2264368,11634.92618,2455208.0,17664322.0,15209114.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2233,80,Grantsburg School District,Grantsburg High,5505670.0,5505670.0,50500700100000.0,550567000602.0,251.0,09-12,4.0,251.0,September Count Day,12059.0,251.0,12310.0,9223.0,143.0,9366.0,2836.0,108.0,2944.0,3026809,63001,3089810,12272.92618,2455208.0,17664322.0,15209114.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2233,100,Grantsburg School District,Grantsburg Middle,5505670.0,5505670.0,50500700100000.0,550567000603.0,323.0,04-08,3.0,323.0,September Count Day,10346.0,498.0,10844.0,7510.0,390.0,7900.0,2836.0,108.0,2944.0,3341758,160854,3502612,10806.92618,2455208.0,17664322.0,15209114.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2233,400,Grantsburg School District,iForward,5505670.0,5505670.0,50500700100000.0,550567002704.0,589.0,06-12,4.0,589.0,September Count Day,8763.0,128.0,8891.0,5927.0,20.0,5947.0,2836.0,108.0,2944.0,5161407,75392,5236799,8853.926179,2455208.0,17664322.0,15209114.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2233,120,Grantsburg School District,Nelson Elementary,5505670.0,5505670.0,50500700100000.0,550567000604.0,106.0,PK-KG,1.0,106.0,September Count Day,10006.0,519.0,10525.0,7170.0,411.0,7581.0,2836.0,108.0,2944.0,1060636,55014,1115650,10487.92618,2455208.0,17664322.0,15209114.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,2289,20,Green Bay Area Public School District,Aldo Leopold Community School K-8,5505820.0,5505820.0,50500560200000.0,550582000610.0,595.0,PK-08,3.0,595.0,September Count Day,10006.0,385.0,10391.0,7260.0,76.0,7336.0,2746.0,309.0,3055.0,5953570,229075,6182645,10928.54759,134167003.0,393055067.0,258888064.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Costs for 3 year olds",1,0,0,1,1,0,0
WI,2018-2019,2289,30,Green Bay Area Public School District,Baird Elementary,5505820.0,5505820.0,50500560200000.0,550582000611.0,407.0,PK-05,2.0,407.0,September Count Day,11027.0,1186.0,12213.0,8281.0,877.0,9158.0,2746.0,309.0,3055.0,4487989,482702,4970691,12750.54759,134167003.0,393055067.0,258888064.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Costs for 3 year olds",1,0,0,1,1,0,0
WI,2018-2019,2289,40,Green Bay Area Public School District,Bay View,5505820.0,5505820.0,50500560200000.0,550582000612.0,28.0,PK-12,4.0,28.0,September Count Day,2746.0,309.0,3055.0,0.0,0.0,0.0,2746.0,309.0,3055.0,76888,8652,85540,3592.547595,134167003.0,393055067.0,258888064.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Costs for 3 year olds",1,0,0,1,1,1,0
WI,2018-2019,2289,60,Green Bay Area Public School District,Beaumont Elementary,5505820.0,5505820.0,50500560200000.0,550582000613.0,284.0,PK-05,2.0,284.0,September Count Day,13457.0,890.0,14347.0,10711.0,581.0,11292.0,2746.0,309.0,3055.0,3821788,252760,4074548,14884.54759,134167003.0,393055067.0,258888064.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Costs for 3 year olds",1,0,0,1,1,0,0
WI,2018-2019,2289,100,Green Bay Area Public School District,Chappell Elementary,5505820.0,5505820.0,50500560200000.0,550582000614.0,402.0,PK-05,2.0,402.0,September Count Day,10893.0,1236.0,12130.0,8147.0,927.0,9075.0,2746.0,309.0,3055.0,4378986,496872,4876260,12667.54759,134167003.0,393055067.0,258888064.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Costs for 3 year olds",1,0,0,1,1,0,0
WI,2018-2019,2289,140,Green Bay Area Public School District,Danz Elementary,5505820.0,5505820.0,50500560200000.0,550582000616.0,434.0,PK-05,2.0,434.0,September Count Day,12687.0,1536.0,14223.0,9941.0,1227.0,11168.0,2746.0,309.0,3055.0,5506158,666624,6172782,14760.54759,134167003.0,393055067.0,258888064.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Costs for 3 year olds",1,0,0,1,1,0,0
WI,2018-2019,2289,175,Green Bay Area Public School District,Doty Elementary,5505820.0,5505820.0,50500560200000.0,550582000617.0,270.0,PK-05,2.0,270.0,September Count Day,13176.0,1598.0,14774.0,10430.0,1289.0,11719.0,2746.0,309.0,3055.0,3557520,431460,3988980,15311.54759,134167003.0,393055067.0,258888064.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Costs for 3 year olds",1,0,0,1,1,0,0
