state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_CA,enrollmetric,pp_stloc_raw_CA,pp_fed_raw_CA,pp_total_raw_CA,pp_site_stloc_raw_CA,pp_site_fed_raw_CA,pp_site_raw_CA,pp_centshare_stloc_raw_CA,pp_centshare_fed_raw_CA,pp_centshare_raw_CA,schoolstloc_raw_CA,schoolfed_raw_CA,schooltot_raw_CA,pp_total_norm_NERDS,distexclu_raw_CA,disttotwexclu_raw_CA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
CA,2018-2019,43694840000000,43694846047302,Gilroy Unified,Eliot Elementary,615180.0,615180.0,5504301600000.0,61518001910.0,439.0,KG-05,2.0,439,CALPADS Fall 1 Submission enrollment,9189,1536,10725,4711,851,5562,4478,685,5163,4033971,674304,4708275,11264.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694844332839,Gilroy Unified,Gilroy High,615180.0,615180.0,5504301600000.0,61518001911.0,1674.0,09-12,4.0,1674,CALPADS Fall 1 Submission enrollment,11232,1061,12293,6222,530,6752,5010,531,5541,18802368,1776114,20578482,12832.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694840131391,Gilroy Unified,Gilroy Special Ed Preschool,615180.0,615180.0,5504301600000.0,61518014178.0,,,0.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,6035107,138745937,1,0,0,0,1,1,0
CA,2018-2019,43694840000000,43694846047310,Gilroy Unified,Glen View Elementary,615180.0,615180.0,5504301600000.0,61518001912.0,517.0,KG-05,2.0,517,CALPADS Fall 1 Submission enrollment,10987,1216,12203,6511,555,7066,4476,661,5137,5680279,628672,6308951,12742.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694846047328,Gilroy Unified,Las Animas Elementary,615180.0,615180.0,5504301600000.0,61518001914.0,742.0,KG-05,2.0,742,CALPADS Fall 1 Submission enrollment,8262,1137,9399,3786,531,4317,4476,606,5082,6130404,843654,6974058,9938.73852154032,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694846047286,Gilroy Unified,Luigi Aprea Elementary,615180.0,615180.0,5504301600000.0,61518001908.0,628.0,KG-05,2.0,628,CALPADS Fall 1 Submission enrollment,11159,619,11778,6449,88,6537,4710,531,5241,7007852,388732,7396584,12317.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694844334850,Gilroy Unified,Mt. Madonna High,615180.0,615180.0,5504301600000.0,61518001915.0,201.0,09-12,4.0,201,CALPADS Fall 1 Submission enrollment,13191,659,13850,8181,127,8308,5010,532,5542,2651391,132459,2783850,14389.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694846106991,Gilroy Unified,Rod Kelley Elementary,615180.0,615180.0,5504301600000.0,61518009140.0,756.0,KG-05,2.0,756,CALPADS Fall 1 Submission enrollment,11085,1206,12291,6349,580,6929,4736,626,5362,8380260,911736,9291996,12830.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694846047336,Gilroy Unified,Rucker Elementary,615180.0,615180.0,5504301600000.0,61518001916.0,577.0,KG-05,2.0,577,CALPADS Fall 1 Submission enrollment,8945,1198,10143,4469,575,5044,4476,623,5099,5161265,691246,5852511,10682.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694840100990,Gilroy Unified,Solorsano Middle,615180.0,615180.0,5504301600000.0,61518011203.0,875.0,06-08,3.0,875,CALPADS Fall 1 Submission enrollment,11459,1169,12628,7009,555,7564,4450,614,5064,10026625,1022875,11049500,13167.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,43694840000000,43694846098214,Gilroy Unified,South Valley Middle,615180.0,615180.0,5504301600000.0,61518001918.0,898.0,06-08,3.0,898,CALPADS Fall 1 Submission enrollment,9458,1217,10675,4982,587,5569,4476,630,5106,8493284,1092866,9586150,11214.7385215403,6035107,138745937,1,0,0,0,1,0,0
CA,2018-2019,19647330133710,1337100133710,Girls Athletic Leadership School Los Angeles,Girls Athletic Leadership School Los Angeles,601466.0,601466.0,,60146613973.0,286.0,06-08,3.0,286,CALPADS Fall 1 Submission enrollment,11907,1007,12914,11907,1007,12914,0,0,0,3405402,288002,3693404,12017.4825174825,0,3693404,1,0,0,0,1,0,0
CA,2018-2019,20764142030237,20302372030237,Glacier High School Charter,Glacier High School Charter,601555.0,601555.0,,60155510541.0,126.0,09-12,4.0,126,CALPADS Fall 1 Submission enrollment,11666,0,11666,11666,0,11666,0,0,0,1469916,0,1469916,11531.746031746,26664,1496580,1,0,0,0,1,0,0
CA,2018-2019,19645680000000,19645686013742,Glendale Unified,Abraham Lincoln Elementary,615240.0,615240.0,5501904100000.0,61524001937.0,490.0,KG-06,2.0,490,CALPADS Fall 1 Submission enrollment,9813,596,10409,6851,409,7260,2962,187,3149,4808370,292040,5100410,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645681996131,Glendale Unified,Anderson W. Clark Magnet High,615240.0,615240.0,5501904100000.0,61524007518.0,1111.0,09-12,4.0,1111,CALPADS Fall 1 Submission enrollment,9916,344,10260,5961,132,6093,3955,212,4167,11016676,382184,11398860,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013619,Glendale Unified,Balboa Elementary,615240.0,615240.0,5501904100000.0,61524001919.0,850.0,KG-06,2.0,850,CALPADS Fall 1 Submission enrollment,8684,470,9154,5722,283,6005,2962,187,3149,7381400,399500,7780900,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013676,Glendale Unified,Benjamin Franklin Elementary,615240.0,615240.0,5501904100000.0,61524001928.0,656.0,KG-06,2.0,656,CALPADS Fall 1 Submission enrollment,9054,310,9364,6092,123,6215,2962,187,3149,5939424,203360,6142784,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013627,Glendale Unified,Cerritos Elementary,615240.0,615240.0,5501904100000.0,61524001920.0,452.0,KG-06,2.0,452,CALPADS Fall 1 Submission enrollment,9790,740,10530,6828,553,7381,2962,187,3149,4425080,334480,4759560,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645680116152,Glendale Unified,Cloud Preschool,615240.0,615240.0,5501904100000.0,61524012596.0,,,0.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,49389277,316639950,1,0,0,0,1,1,1
CA,2018-2019,19645680000000,19645686099022,Glendale Unified,College View,615240.0,615240.0,5501904100000.0,61524001930.0,107.0,KG-12,4.0,107,CALPADS Fall 1 Submission enrollment,25821,3792,29613,22859,3605,26464,2962,187,3149,2762847,405744,3168591,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013635,Glendale Unified,Columbus Elementary,615240.0,615240.0,5501904100000.0,61524001922.0,536.0,KG-05,2.0,536,CALPADS Fall 1 Submission enrollment,10092,825,10917,7130,638,7768,2962,187,3149,5409312,442200,5851512,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645681932144,Glendale Unified,Crescenta Valley High,615240.0,615240.0,5501904100000.0,61524001923.0,2608.0,09-12,4.0,2608,CALPADS Fall 1 Submission enrollment,10906,355,11261,6754,143,6897,4152,212,4364,28442848,925840,29368688,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645681933472,Glendale Unified,Daily (Allan F.) High (Continuation),615240.0,615240.0,5501904100000.0,61524001924.0,163.0,09-12,4.0,163,CALPADS Fall 1 Submission enrollment,20416,757,21173,17354,545,17899,3062,212,3274,3327808,123391,3451199,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013643,Glendale Unified,Dunsmore Elementary,615240.0,615240.0,5501904100000.0,61524001925.0,581.0,KG-06,2.0,581,CALPADS Fall 1 Submission enrollment,9272,311,9583,6310,124,6434,2962,187,3149,5387032,180691,5567723,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686057723,Glendale Unified,Eleanor J. Toll Middle,615240.0,615240.0,5501904100000.0,61524001946.0,1169.0,06-08,3.0,1169,CALPADS Fall 1 Submission enrollment,10277,565,10842,7346,378,7724,2931,187,3118,12013813,660485,12674298,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645681933530,Glendale Unified,Glendale High,615240.0,615240.0,5501904100000.0,61524001931.0,2174.0,09-12,4.0,2174,CALPADS Fall 1 Submission enrollment,10085,766,10851,7023,554,7577,3062,212,3274,21924790,1665284,23590074,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013692,Glendale Unified,Glenoaks Elementary,615240.0,615240.0,5501904100000.0,61524001932.0,526.0,KG-06,2.0,526,CALPADS Fall 1 Submission enrollment,9711,436,10147,6749,249,6998,2962,187,3149,5107986,229336,5337322,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645681934082,Glendale Unified,Herbert Hoover High,615240.0,615240.0,5501904100000.0,61524001933.0,1605.0,09-12,4.0,1605,CALPADS Fall 1 Submission enrollment,10474,710,11184,7412,498,7910,3062,212,3274,16810770,1139550,17950320,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013767,Glendale Unified,Horace Mann Elementary,615240.0,615240.0,5501904100000.0,61524001938.0,643.0,KG-05,2.0,643,CALPADS Fall 1 Submission enrollment,8733,999,9732,5771,812,6583,2962,187,3149,5615319,642357,6257676,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645681996156,Glendale Unified,Jewel City Community Day,615240.0,615240.0,5501904100000.0,61524008019.0,9.0,07-10,4.0,9,CALPADS Fall 1 Submission enrollment,24590,212,24802,21528,0,21528,3062,212,3274,221310,1908,223218,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013684,Glendale Unified,John C. Fremont Elementary,615240.0,615240.0,5501904100000.0,61524001929.0,681.0,KG-06,2.0,681,CALPADS Fall 1 Submission enrollment,9112,405,9517,6150,218,6368,2962,187,3149,6205272,275805,6481077,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013775,Glendale Unified,John Marshall Elementary,615240.0,615240.0,5501904100000.0,61524001939.0,500.0,KG-05,2.0,500,CALPADS Fall 1 Submission enrollment,10399,1023,11422,7437,836,8273,2962,187,3149,5199500,511500,5711000,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013817,Glendale Unified,John Muir Elementary,615240.0,615240.0,5501904100000.0,61524001942.0,870.0,KG-06,2.0,870,CALPADS Fall 1 Submission enrollment,8955,584,9539,5993,397,6390,2962,187,3149,7790850,508080,8298930,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013734,Glendale Unified,La Crescenta Elementary,615240.0,615240.0,5501904100000.0,61524001936.0,498.0,KG-06,2.0,498,CALPADS Fall 1 Submission enrollment,9045,308,9353,6083,121,6204,2962,187,3149,4504410,153384,4657794,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013726,Glendale Unified,Mark Keppel Elementary,615240.0,615240.0,5501904100000.0,61524001935.0,1028.0,KG-05,2.0,1028,CALPADS Fall 1 Submission enrollment,8906,398,9304,5944,211,6155,2962,187,3149,9155368,409144,9564512,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013783,Glendale Unified,Monte Vista Elementary,615240.0,615240.0,5501904100000.0,61524001940.0,811.0,KG-06,2.0,811,CALPADS Fall 1 Submission enrollment,8711,225,8936,5749,38,5787,2962,187,3149,7064621,182475,7247096,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013809,Glendale Unified,Mountain Avenue Elementary,615240.0,615240.0,5501904100000.0,61524001941.0,548.0,KG-06,2.0,548,CALPADS Fall 1 Submission enrollment,9527,245,9772,6565,58,6623,2962,187,3149,5220796,134260,5355056,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645680116145,Glendale Unified,Pacific Avenue - Early Bird Preschool,615240.0,615240.0,5501904100000.0,61524013437.0,1.0,,0.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,49389277,316639950,1,0,0,0,1,1,1
CA,2018-2019,19645680000000,19645686013841,Glendale Unified,R. D. White Elementary,615240.0,615240.0,5501904100000.0,61524001949.0,950.0,KG-05,2.0,950,CALPADS Fall 1 Submission enrollment,8422,542,8964,5460,355,5815,2962,187,3149,8000900,514900,8515800,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686061303,Glendale Unified,Rosemont Middle,615240.0,615240.0,5501904100000.0,61524001944.0,1225.0,07-08,3.0,1225,CALPADS Fall 1 Submission enrollment,9983,364,10347,7052,177,7229,2931,187,3118,12229175,445900,12675075,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686057715,Glendale Unified,Theodore Roosevelt Middle,615240.0,615240.0,5501904100000.0,61524001943.0,756.0,06-08,3.0,756,CALPADS Fall 1 Submission enrollment,11297,866,12163,8366,679,9045,2931,187,3118,8540532,654696,9195228,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013650,Glendale Unified,Thomas Edison Elementary,615240.0,615240.0,5501904100000.0,61524001926.0,907.0,KG-06,2.0,907,CALPADS Fall 1 Submission enrollment,9197,436,9633,6235,249,6484,2962,187,3149,8341679,395452,8737131,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013718,Glendale Unified,Thomas Jefferson Elementary,615240.0,615240.0,5501904100000.0,61524001934.0,676.0,KG-06,2.0,676,CALPADS Fall 1 Submission enrollment,9210,797,10007,6248,610,6858,2962,187,3149,6225960,538772,6764732,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013825,Glendale Unified,Valley View Elementary,615240.0,615240.0,5501904100000.0,61524007519.0,450.0,KG-06,2.0,450,CALPADS Fall 1 Submission enrollment,9551,244,9795,6589,57,6646,2962,187,3149,4297950,109800,4407750,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645681995497,Glendale Unified,Verdugo Academy,615240.0,615240.0,5501904100000.0,61524000440.0,122.0,KG-12,4.0,122,CALPADS Fall 1 Submission enrollment,7811,212,8023,4749,0,4749,3062,212,3274,952942,25864,978806,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686013833,Glendale Unified,Verdugo Woodlands Elementary,615240.0,615240.0,5501904100000.0,61524001948.0,788.0,KG-06,2.0,788,CALPADS Fall 1 Submission enrollment,8925,286,9211,5963,99,6062,2962,187,3149,7032900,225368,7258268,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645680000000,19645686061311,Glendale Unified,Woodrow Wilson Middle,615240.0,615240.0,5501904100000.0,61524001950.0,1243.0,06-08,3.0,1243,CALPADS Fall 1 Submission enrollment,9679,602,10281,6748,415,7163,2931,187,3118,12030997,748286,12779283,,49389277,316639950,1,0,0,0,1,0,1
CA,2018-2019,19645760000000,19645766013866,Glendora Unified,Cullen Elementary,615270.0,615270.0,5501904200000.0,61527001952.0,604.0,KG-05,2.0,604,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645761933597,Glendora Unified,Glendora High,615270.0,615270.0,5501904200000.0,61527001953.0,2381.0,09-12,4.0,2381,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645766057731,Glendora Unified,Goddard Middle,615270.0,615270.0,5501904200000.0,61527001954.0,897.0,06-08,3.0,897,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645766013882,Glendora Unified,La Fetra Elementary,615270.0,615270.0,5501904200000.0,61527001955.0,670.0,KG-05,2.0,670,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645766061329,Glendora Unified,Sandburg Middle,615270.0,615270.0,5501904200000.0,61527001956.0,831.0,06-08,3.0,831,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645766013908,Glendora Unified,Sellers Elementary,615270.0,615270.0,5501904200000.0,61527001957.0,623.0,KG-05,2.0,623,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645766013916,Glendora Unified,Stanton Elementary,615270.0,615270.0,5501904200000.0,61527001958.0,575.0,KG-05,2.0,575,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645766013924,Glendora Unified,Sutherland Elementary,615270.0,615270.0,5501904200000.0,61527001959.0,528.0,KG-05,2.0,528,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645761939677,Glendora Unified,Whitcomb Continuation High,615270.0,615270.0,5501904200000.0,61527001960.0,68.0,09-12,4.0,68,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19645760000000,19645760131060,Glendora Unified,Williams Educational Center,615270.0,615270.0,5501904200000.0,61527013812.0,,,0.0,,CALPADS Fall 1 Submission enrollment,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,11101160000000,11101166077184,Glenn County Office of Education,Glenn County Special Education,691008.0,691008.0,5101101130100.0,69100809221.0,74.0,KG-12,4.0,74,CALPADS Fall 1 Submission enrollment,39041,12542,51583,39041,12542,51583,0,0,0,2889034,928108,3817142,,0,6199460,1,0,0,0,1,0,1
CA,2018-2019,11101160000000,11101160130724,Glenn County Office of Education,Success One!,691008.0,691008.0,5101101130100.0,69100813810.0,78.0,09-12,4.0,78,CALPADS Fall 1 Submission enrollment,14828,0,14828,14828,0,14828,0,0,0,1156584,0,1156584,,0,6199460,1,0,0,0,1,0,1
CA,2018-2019,11101160000000,11101161130103,Glenn County Office of Education,William Finch,691008.0,691008.0,5101101130100.0,69100808479.0,102.0,KG-12,4.0,102,CALPADS Fall 1 Submission enrollment,11988,29,12017,11988,29,12017,0,0,0,1222776,2958,1225734,,0,6199460,1,0,0,0,1,0,1
CA,2018-2019,11743850000000,11743851190016,Glenn County ROP,Glenn County ROP,600099.0,600099.0,,60009910791.0,0.0,09-12,4.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,1,0,0,0,1,1,1
CA,2018-2019,19647330114967,1149670114967,Global Education Academy,Global Education Academy,601702.0,601702.0,,60170211931.0,243.0,KG-05,2.0,243,CALPADS Fall 1 Submission enrollment,11005,1535,12540,11005,1535,12540,0,0,0,2674215,373005,3047220,11748.9711934156,14931,3062151,1,0,0,0,1,0,0
CA,2018-2019,19647330129833,1298330129833,Global Education Academy 2,Global Education Academy 2,602032.0,602032.0,,60203213789.0,154.0,KG-05,2.0,150,CALPADS Fall 1 Submission enrollment,11550,1847,13397,11550,1847,13397,0,0,0,1732500,277050,2009550,12588.2337662337,2702,2012252,1,0,0,0,1,0,0
CA,2018-2019,30664230131417,1314170131417,GOALS Academy,GOALS Academy,601948.0,601948.0,,60194813858.0,243.0,KG-06,2.0,243,CALPADS Fall 1 Submission enrollment,10189,447,10636,10189,447,10636,0,0,0,2475927,108621,2584548,10460.9053497942,251,2584799,1,0,0,0,1,0,0
CA,2018-2019,19647330117978,1179780117978,Goethe International Charter,Goethe International Charter,602178.0,602178.0,,60217812215.0,406.0,KG-08,3.0,406,CALPADS Fall 1 Submission enrollment,10310,271,10581,10310,271,10581,0,0,0,4185860,110026,4295886,9674.87684729064,0,4295886,1,0,0,0,1,0,0
CA,2018-2019,9618790000000,9618796005508,Gold Oak Union Elementary,Gold Oak Elementary,615390.0,615390.0,5500901100000.0,61539001962.0,324.0,KG-05,2.0,324,CALPADS Fall 1 Submission enrollment,8900,815,9715,5665,332,5997,3235,483,3718,2883600,264060,3147660,10537.0124481327,1165,4765955,1,0,0,0,1,0,0
CA,2018-2019,9618790000000,9618796109698,Gold Oak Union Elementary,Pleasant Valley Middle,615390.0,615390.0,5500901100000.0,61539010199.0,158.0,06-08,3.0,158,CALPADS Fall 1 Submission enrollment,9623,612,10235,6388,129,6517,3235,483,3718,1520434,96696,1617130,11057.0124481327,1165,4765955,1,0,0,0,1,0,0
CA,2018-2019,55724130112276,1122760112276,Gold Rush Charter,Gold Rush Charter,601780.0,601780.0,,60178011827.0,489.0,KG-12,4.0,488,CALPADS Fall 1 Submission enrollment,8764,0,8764,8764,0,8764,0,0,0,4276832,0,4276832,9261.27607361963,302240,4579072,1,0,0,0,1,0,0
CA,2018-2019,9618870000000,9618876005516,Gold Trail Union Elementary,Gold Trail,615450.0,615450.0,5500900300000.0,61545001963.0,389.0,04-08,3.0,389,CALPADS Fall 1 Submission enrollment,13712,932,14644,5620,384,6004,8092,548,8640,5333968,362548,5696516,,581403,10469711,1,0,0,0,1,1,1
CA,2018-2019,9618870000000,9618876110167,Gold Trail Union Elementary,Sutters Mill,615450.0,615450.0,5500900300000.0,61545010200.0,272.0,KG-03,2.0,272,CALPADS Fall 1 Submission enrollment,14736,675,15411,6132,256,6388,8604,419,9023,4008192,183600,4191792,,581403,10469711,1,0,0,0,1,1,1
CA,2018-2019,47104700117168,1171680117168,Golden Eagle Charter,Golden Eagle Charter,602039.0,602039.0,,60203912203.0,509.0,KG-12,4.0,509,CALPADS Fall 1 Submission enrollment,365,10171,10536,365,10171,10536,0,0,0,185785,5177039,5362824,10367.3870333988,0,5362824,1,0,0,0,1,1,0
CA,2018-2019,4614570000000,4614576003131,Golden Feather Union Elementary,Concow Elementary,615480.0,615480.0,5500470200000.0,61548001964.0,61.0,KG-08,3.0,61,CALPADS Fall 1 Submission enrollment,20256,2463,22719,20256,2463,22719,0,0,0,1235616,150243,1385859,,667619,2053478,1,0,0,0,1,0,1
CA,2018-2019,1611920119248,1192480119248,Golden Oak Montessori of Hayward,Golden Oak Montessori of Hayward,601655.0,601655.0,,60165512426.0,249.0,01-08,3.0,249,CALPADS Fall 1 Submission enrollment,11277,392,11669,11277,392,11669,0,0,0,2807973,97608,2905581,11477.9116465863,0,2905581,1,0,0,0,1,0,0
CA,2018-2019,10752340000000,10752346005805,Golden Plains Unified,Cantua Elementary,691134.0,691134.0,5501009700000.0,69113410215.0,161.0,KG-08,3.0,161,CALPADS Fall 1 Submission enrollment,16378,1131,17509,10411,398,10809,5967,733,6700,2636858,182091,2818949,18639.5197089144,171683,25214456,1,0,0,0,1,0,0
CA,2018-2019,10752340000000,10752346006647,Golden Plains Unified,Helm Elementary,691134.0,691134.0,5501009700000.0,69113410216.0,111.0,KG-08,3.0,111,CALPADS Fall 1 Submission enrollment,15107,1111,16218,9140,378,9518,5967,733,6700,1676877,123321,1800198,17348.5197089144,171683,25214456,1,0,0,0,1,0,0
CA,2018-2019,10752340000000,10752341030352,Golden Plains Unified,Rio Del Rey High (Continuation),691134.0,691134.0,5501009700000.0,69113410212.0,10.0,09-12,4.0,10,CALPADS Fall 1 Submission enrollment,32984,733,33717,27017,0,27017,5967,733,6700,329840,7330,337170,34847.5197089144,171683,25214456,1,0,0,0,1,0,0
CA,2018-2019,10752340000000,10752346007223,Golden Plains Unified,San Joaquin Elementary,691134.0,691134.0,5501009700000.0,69113410217.0,587.0,KG-08,3.0,587,CALPADS Fall 1 Submission enrollment,13248,1351,14599,7281,618,7899,5967,733,6700,7776576,793037,8569613,15729.5197089144,171683,25214456,1,0,0,0,1,0,0
CA,2018-2019,10752340000000,10752346007397,Golden Plains Unified,Tranquillity Elementary,691134.0,691134.0,5501009700000.0,69113410218.0,247.0,KG-08,3.0,247,CALPADS Fall 1 Submission enrollment,13308,1354,14662,7341,621,7962,5967,733,6700,3287076,334438,3621514,15792.5197089144,171683,25214456,1,0,0,0,1,0,0
CA,2018-2019,10752340000000,10752341037456,Golden Plains Unified,Tranquillity High,691134.0,691134.0,5501009700000.0,69113410214.0,533.0,09-12,4.0,533,CALPADS Fall 1 Submission enrollment,13549,1264,14813,7582,531,8113,5967,733,6700,7221617,673712,7895329,15943.5197089144,171683,25214456,1,0,0,0,1,0,0
CA,2018-2019,56724705630363,56303635630363,Golden Valley Charter,Golden Valley Charter,602012.0,602012.0,,60201210451.0,523.0,KG-12,4.0,523,CALPADS Fall 1 Submission enrollment,9373,192,9565,9373,192,9565,0,0,0,4902079,100416,5002495,9137.66730401529,0,5002495,1,0,0,0,1,0,0
CA,2018-2019,34674470132399,1323990132399,Golden Valley Orchard,Golden Valley Orchard,601587.0,601587.0,,60158713910.0,259.0,KG-08,3.0,259,CALPADS Fall 1 Submission enrollment,9453,0,9453,9453,0,9453,0,0,0,2448327,0,2448327,9301.1583011583,0,2448327,1,0,0,0,1,0,0
CA,2018-2019,34674470114983,1149830114983,Golden Valley River,Golden Valley River,601669.0,601669.0,,60166911902.0,305.0,KG-08,3.0,305,CALPADS Fall 1 Submission enrollment,9704,0,9704,9704,0,9704,0,0,0,2959720,0,2959720,9406.55737704918,0,2959720,1,0,0,0,1,0,0
CA,2018-2019,31668520138008,1380080138008,Golden Valley Tahoe,Golden Valley Tahoe,601982.0,601982.0,,60198214371.0,34.0,KG-04,2.0,34,CALPADS Fall 1 Submission enrollment,10992,0,10992,10992,0,10992,0,0,0,373728,0,373728,10970.5882352941,0,373728,1,0,0,0,1,0,0
CA,2018-2019,20755800000000,20755800111443,Golden Valley Unified,Centennial Independent Study,600068.0,600068.0,5502030200000.0,60006811949.0,7.0,01-12,4.0,7,CALPADS Fall 1 Submission enrollment,25884,110,25994,21958,10,21968,3926,100,4026,181188,770,181958,,9605848,28122707,1,0,0,0,1,0,1
CA,2018-2019,20755800000000,20755800134486,Golden Valley Unified,Freedom Home,600068.0,600068.0,5502030200000.0,60006814039.0,36.0,KG-12,4.0,36,CALPADS Fall 1 Submission enrollment,7974,195,8169,4048,95,4143,3926,100,4026,287064,7020,294084,,9605848,28122707,1,0,0,0,1,0,1
CA,2018-2019,20755800000000,20755802030161,Golden Valley Unified,Independence Continuation High,600068.0,600068.0,5502030200000.0,60006808144.0,31.0,10-12,4.0,31,CALPADS Fall 1 Submission enrollment,12122,217,12339,8196,117,8313,3926,100,4026,375782,6727,382509,,9605848,28122707,1,0,0,0,1,0,1
CA,2018-2019,20755800000000,20755802030203,Golden Valley Unified,Liberty High,600068.0,600068.0,5502030200000.0,60006810542.0,561.0,09-12,4.0,561,CALPADS Fall 1 Submission enrollment,8467,132,8599,4541,32,4573,3926,100,4026,4749987,74052,4824039,,9605848,28122707,1,0,0,0,1,0,1
CA,2018-2019,20755800000000,20755800110395,Golden Valley Unified,Lincoln Community Day,600068.0,600068.0,5502030200000.0,60006811680.0,12.0,07-12,4.0,12,CALPADS Fall 1 Submission enrollment,6725,147,6872,2799,47,2846,3926,100,4026,80700,1764,82464,,9605848,28122707,1,0,0,0,1,0,1
